userid,dateofbirthid,geoid,gender
5649,01102007,27,1
93584,01032008,1,1
87497,01022008,25,2
39949,01072008,17,1
45920,01042008,60,1
38085,01112007,46,2
67162,01112007,52,2
77317,01122007,51,1
102503,01042009,39,2
39765,01012008,74,1
28447,01092007,15,2
18139,01032008,4,1
96993,01112007,67,2
58166,01072007,29,2
26631,01122007,45,1
29198,01082007,46,1
56714,01022008,57,1
51989,01052007,68,2
111614,01012008,22,1
18582,01032008,4,2
15521,01082007,61,1
20572,01022004,39,1
67789,01082008,1,2
43473,01102007,26,1
16040,01122007,52,2
92830,01092007,22,2
105430,01022009,39,1
67425,01072008,52,1
42146,01112007,27,2
16172,01042008,4,2
95357,01122007,69,2
107098,01062008,42,2
24888,01022008,23,2
21067,01032008,15,2
83895,01122007,3,1
81869,01102007,24,1
67192,01042008,6,1
92877,01072008,10,2
99466,01102007,45,2
48628,01052009,12,1
1652,01052009,25,1
107948,01102007,10,2
38682,01102008,22,1
12747,01022008,51,1
40155,01042008,62,2
21731,01112008,66,2
11369,01072009,50,2
88283,01092008,18,1
11132,01112008,55,2
115117,01052009,22,2
25452,01012009,10,2
44905,01082009,55,2
27862,01012008,20,2
116569,01102007,21,2
59152,01112007,4,2
84045,01122007,30,1
33881,01112007,3,1
37976,01082007,30,1
9868,01072007,40,2
77280,01012006,42,2
20423,01072008,34,1
6859,01032008,3,1
69721,01062008,17,1
45711,01032008,27,1
70892,01032008,13,1
43868,01012006,6,2
78591,01102005,17,1
56331,01062008,8,1
1772,01072006,57,2
103131,01102005,49,2
20769,01092005,22,2
52655,01032006,44,2
35725,01052008,44,2
59247,01092007,51,2
35219,01052008,53,1
15227,01022006,29,1
38113,01012008,64,1
110304,01072008,76,1
76272,01052008,53,1
15653,01022008,24,2
94158,01102007,11,1
34884,01012007,25,1
19366,01112006,33,2
88490,01092007,33,2
11576,01052007,51,2
49041,01092008,36,2
52277,01112008,24,1
51526,01052009,60,2
35898,01032007,28,2
21892,01022009,32,1
51006,01032009,34,2
114470,01032009,23,2
32734,01092007,64,2
6836,01122008,15,2
7986,01032008,22,2
9162,01092005,58,1
41178,01102005,2,2
32484,01062006,63,1
60239,01042006,6,2
26699,01082008,73,1
7443,01102007,36,2
98419,01042008,1,1
62584,01052008,56,1
93336,01102007,25,2
76698,01032008,58,2
64352,01032008,39,2
73184,01052008,47,2
88750,01022008,40,1
59135,01032008,38,2
29596,01072004,43,2
109309,01082008,31,1
26784,01092007,20,1
73157,01042008,41,2
5467,01122007,33,1
64512,01112007,34,1
71081,01032008,46,1
30097,01112007,52,2
58997,01082007,33,2
116797,01022008,1,1
3977,01072008,76,2
112422,01122007,53,2
78672,01032008,10,1
99146,01022008,22,1
42932,01032008,12,2
6595,01042008,52,1
14931,01102007,21,2
45912,01122007,67,1
90604,01052009,43,2
72584,01042008,5,2
6682,01012008,74,1
12311,01042008,4,2
116896,01122007,35,2
53240,01102007,71,1
90029,01102008,34,1
23294,01022007,62,1
72114,01092008,62,2
15471,01062008,22,2
7782,01122008,2,2
97250,01072009,25,1
73216,01012008,19,1
48002,01032009,55,1
82425,01112006,22,1
37420,01072009,28,2
62022,01112008,58,1
82597,01092007,43,1
30301,01072008,11,1
45446,01012007,74,2
36796,01072006,15,1
71904,01072004,30,1
46097,01012008,23,2
7859,01082008,39,1
37587,01032008,14,2
58066,01072008,11,2
32728,01042007,1,2
43590,01072009,55,2
86024,01122007,51,2
39770,01082006,51,1
62162,01122007,14,2
745,01032006,53,1
42367,01102007,60,1
40985,01082008,53,1
68329,01102005,66,1
90257,01062008,20,1
90132,01092005,44,2
35488,01042008,46,2
70791,01122005,10,1
98263,01122006,75,1
51060,01112008,16,2
38849,01052008,57,1
113893,01032008,27,2
84237,01082008,20,1
19010,01112007,44,1
46528,01092007,9,2
97320,01052008,13,2
47889,01042008,41,1
109899,01092002,41,2
17929,01082009,25,2
27062,01072008,40,1
65748,01052008,16,1
78589,01082008,75,1
25936,01102005,24,2
55674,01072009,3,1
48517,01032008,45,1
46032,01102007,30,1
95214,01112007,23,1
70120,01102007,47,2
33932,01022009,38,2
53547,01052009,43,1
48329,01082008,74,2
87179,01012009,27,2
3990,01032008,69,1
17220,01052008,10,2
49451,01052007,33,1
34398,01112007,33,1
45900,01052008,12,1
6638,01032009,43,2
92907,01062009,44,1
66335,01112008,16,2
35483,01012008,24,1
11631,01022007,60,2
23217,01062009,38,2
91138,01052009,69,2
38667,01092006,1,1
3355,01072007,34,1
60800,01032009,60,2
21401,01122008,26,1
13526,01032005,1,2
78555,01072009,60,1
23853,01072009,15,2
10884,01072007,45,1
78019,01102004,40,2
69395,01052009,5,2
5722,01062004,57,1
100355,01082005,43,1
52366,01032007,7,1
14850,01082007,44,2
84916,01022007,57,2
13344,01012009,17,2
110357,01102006,46,1
86565,01032006,39,2
16456,01052007,2,1
89120,01062007,38,2
48449,01082007,45,2
5979,01042007,27,2
14668,01012007,39,1
56566,01122007,30,2
9789,01022004,28,1
49648,01072007,67,2
82727,01052006,1,1
61313,01082009,38,2
25953,01102007,72,1
50479,01052007,27,2
12121,01032006,74,2
68446,01072007,26,1
116983,01052007,30,1
102744,01062006,5,1
49251,01042008,29,2
2798,01072007,11,2
99648,01082007,39,2
46233,01012009,4,1
73103,01062004,26,2
78527,01072008,38,1
97949,01042007,23,1
41611,01122007,27,1
8898,01062007,23,2
107094,01102003,53,2
62028,01072006,29,2
97664,01112008,8,1
13300,01072009,66,1
106427,01072006,12,1
106482,01082007,25,2
12313,01032007,64,1
5166,01082006,12,2
30558,01082007,4,1
57341,01112007,19,2
101311,01112007,44,1
93189,01062006,23,1
7388,01082007,21,1
106539,01052007,14,2
71359,01062007,36,2
112187,01012009,35,2
83000,01082006,19,1
104834,01022007,7,2
70176,01102008,4,2
62720,01062008,64,1
16854,01012007,33,1
114414,01072008,40,1
96172,01082006,4,2
43233,01072006,57,2
109005,01092008,15,1
52670,01052007,40,2
90266,01072006,43,2
83333,01032006,10,1
114985,01082007,9,2
56903,01022007,66,1
112665,01122006,74,2
16126,01062006,1,2
108961,01112006,17,2
14397,01012007,60,1
118923,01062007,43,2
3428,01032007,15,1
3201,01082007,13,1
20970,01062006,28,2
112164,01122005,11,1
109848,01122006,40,2
110872,01042007,54,2
111193,01032008,11,2
614,01052007,1,2
73426,01112008,4,2
112897,01062007,19,2
38136,01012008,31,1
28454,01092007,13,2
7269,01052007,28,1
37185,01022007,5,1
103260,01012010,2,2
79849,01052007,26,2
61517,01032007,36,2
66165,01042008,17,1
12573,01122009,38,1
2930,01022008,21,1
21940,01122006,9,1
115915,01102009,40,2
81287,01082008,39,1
99430,01052010,24,1
79752,01042010,29,2
17665,01112009,64,1
10544,01062008,52,1
10011,01092009,4,1
80665,01082007,11,1
63313,01012007,39,1
95049,01082007,56,1
105972,01052007,44,2
49516,01062009,38,2
67282,01012010,13,1
11602,01102009,14,2
19661,01092007,41,1
27877,01062008,15,2
86162,01082009,29,2
117582,01032010,76,2
33504,01012010,62,2
94035,01092007,27,1
76141,01052010,44,2
89243,01052010,62,1
42249,01072007,11,1
27496,01102009,69,2
60227,01052007,66,2
115423,01062009,9,2
117160,01082008,7,2
37556,01042012,36,2
5800,01062012,63,2
109952,01062012,11,1
35140,01042012,30,2
46007,01082011,63,1
10057,01092011,27,2
20258,01022012,47,1
107790,01012012,53,2
8061,01092011,5,2
8419,01122011,73,1
83476,01032010,66,2
78966,01052012,6,2
4152,01042012,62,2
14119,01092011,71,1
81257,01072012,9,1
16182,01032012,10,1
20694,01072012,23,2
118879,01122011,39,2
12466,01052012,60,1
73211,01082012,5,2
55481,01032012,29,2
33588,01082012,32,1
15396,01012008,9,1
48174,01122007,19,2
62089,01092007,36,1
107640,01052007,26,1
35370,01112007,71,1
73824,01082007,55,1
60615,01022008,45,1
50572,01012004,41,2
114015,01082008,34,1
323,01112007,8,1
83252,01012008,53,1
44197,01032007,2,2
23247,01012008,1,1
8192,01092007,19,1
14550,01022008,26,2
66497,01092006,47,1
101806,01012007,65,2
16583,01022004,71,2
10403,01092007,15,2
112482,01112006,3,1
56509,01022007,34,1
99482,01072008,52,2
26668,01072008,68,1
66443,01032008,17,1
104608,01042008,29,1
19281,01012008,52,2
70376,01102007,26,1
48357,01032008,13,1
100242,01042008,56,1
47982,01092007,11,2
65577,01102006,19,1
66003,01072004,29,2
68144,01112007,53,2
14643,01072007,34,1
927,01042004,29,2
65829,01112007,36,1
82649,01122007,43,2
39936,01012008,31,2
112533,01072008,11,1
30706,01102007,6,1
89217,01042008,38,1
61417,01042008,2,1
9457,01012008,38,2
29239,01122007,4,2
16996,01092007,45,1
32153,01012007,35,2
28467,01022008,8,2
21941,01052008,23,1
629,01022007,12,1
16450,01062007,17,1
88271,01022008,10,2
108818,01062008,29,2
99254,01102006,5,2
9536,01072007,16,2
5617,01032007,70,2
52730,01052008,9,1
88212,01092007,29,2
62957,01122007,51,1
103825,01072004,39,2
104222,01012008,17,2
87359,01122003,70,2
110287,01092007,34,2
111838,01112007,20,2
69400,01022007,9,2
83467,01092007,29,2
19527,01092003,17,1
66457,01112007,20,2
111117,01102006,27,2
54751,01072008,49,1
117052,01012008,64,2
76550,01082007,15,1
87247,01122007,10,1
111881,01102007,13,1
101060,01022008,25,1
86281,01032008,69,1
12299,01062007,13,1
7396,01072008,40,1
60762,01122007,23,2
59843,01012007,8,1
88610,01122007,25,2
57294,01022008,56,1
46847,01032008,73,1
28740,01092007,23,1
108088,01082007,29,2
43726,01092006,29,2
74625,01022008,44,1
14245,01012007,13,2
88062,01112007,69,1
75950,01092007,26,1
43659,01102006,3,2
54682,01022007,6,2
50513,01072008,23,1
107415,01062008,60,2
83606,01072006,9,2
102318,01102007,34,2
100576,01122006,44,1
65874,01022008,27,1
53057,01012008,4,1
15618,01032007,35,1
48646,01072007,39,1
89792,01082007,57,2
75101,01092007,29,1
1425,01062007,5,1
9608,01082008,49,1
37943,01022007,32,1
14980,01072008,14,1
84169,01062008,57,1
100415,01102008,17,1
87462,01072009,30,1
43754,01102008,36,1
14224,01032009,34,2
10426,01072009,15,1
58120,01052009,64,2
107855,01012009,14,1
438,01062009,48,2
47111,01032009,15,1
37239,01112008,72,1
46260,01032009,35,1
12736,01032009,6,1
38452,01122008,59,1
54194,01082009,4,1
9658,01102010,7,1
112287,01012011,67,2
49193,01012009,8,1
88167,01082010,75,2
48697,01062010,70,1
93516,01102007,66,2
97007,01022009,55,1
39101,01102008,74,2
97988,01052009,40,2
114011,01102008,35,2
4884,01122008,24,2
66494,01102008,11,1
48404,01012009,4,2
28249,01102008,32,2
19387,01032009,19,1
35000,01102008,46,2
115429,01082009,44,2
104664,01052009,6,2
9356,01122011,58,1
87479,01102011,53,2
74709,01042012,6,2
48953,01082012,35,1
50217,01032011,29,2
101415,01082012,39,2
106704,01062011,30,2
105433,01022012,25,1
26193,01112011,14,2
113108,01082011,12,2
96087,01122011,70,2
115273,01092010,2,1
43187,01112011,16,2
99609,01022012,35,1
67134,01042011,57,1
60456,01072011,49,1
24155,01052012,6,1
42047,01012009,25,2
75882,01082009,1,2
94747,01012009,53,2
81221,01122008,14,2
32326,01022009,59,1
99931,01092008,17,2
62807,01092008,54,1
111640,01092008,15,2
95409,01082008,69,1
26773,01052010,15,1
100560,01062010,58,2
106864,01072010,26,1
82426,01112007,62,2
32043,01012009,6,2
51219,01032009,41,2
28122,01092008,55,1
49934,01102008,22,1
76932,01072009,40,1
63479,01062009,64,1
55818,01102008,69,1
22095,01102008,51,1
85738,01072009,6,1
106193,01012009,5,1
88427,01072008,21,1
64556,01022010,11,2
8836,01012010,41,1
76631,01122009,24,1
70615,01032010,51,1
23024,01072008,9,2
74956,01022010,4,2
107697,01112009,44,2
50956,01112009,32,2
72554,01042008,18,1
32203,01072010,13,2
3004,01042010,26,2
14326,01042008,64,2
25794,01042010,43,1
85484,01092009,10,1
24008,01082008,4,2
85160,01102006,57,1
89073,01092007,21,2
33159,01012008,69,1
85398,01102007,1,2
13132,01062007,51,2
94146,01022007,68,2
34588,01062007,11,1
15129,01082008,5,1
73088,01092007,56,2
17158,01022007,10,1
110030,01072007,22,2
66723,01112006,27,2
44724,01082008,49,2
22685,01042006,65,1
58666,01102007,9,2
77049,01112006,4,2
103564,01042007,38,1
21616,01052008,58,1
104957,01022008,19,2
20628,01062008,33,2
35676,01072008,68,1
56671,01082007,19,2
65181,01092007,4,1
76053,01122006,21,2
12398,01092007,65,2
47998,01032007,37,1
12079,01112007,11,1
37539,01112007,8,1
112537,01072007,63,1
115812,01052008,43,2
43209,01062007,1,2
56111,01112007,33,2
54006,01032006,24,2
56464,01122006,74,2
4598,01112007,39,2
44672,01112005,7,2
87780,01072009,76,2
57575,01022006,69,2
66749,01062006,38,1
45791,01062006,43,1
56219,01072006,72,2
47501,01012007,56,2
30275,01022008,5,1
110905,01082008,25,2
15751,01112007,35,2
38495,01052007,47,1
24669,01072007,67,1
66735,01062008,2,2
107976,01072007,6,2
116759,01082007,14,1
34366,01122006,4,2
60962,01062007,10,1
91603,01012008,76,1
104641,01032008,8,2
51101,01102007,34,2
55681,01082007,11,1
30933,01022007,62,2
100826,01122005,17,2
67052,01012008,47,1
108465,01052008,67,2
102792,01052008,33,1
81066,01102007,6,1
5435,01082008,25,2
117165,01082008,52,1
69669,01112006,52,1
19164,01022007,35,1
60275,01102007,41,2
105770,01042008,17,1
7640,01012008,33,1
92360,01042012,27,2
28686,01042012,7,1
34559,01052012,29,1
44387,01112006,30,1
56052,01122006,53,2
34946,01062008,41,1
113938,01042009,40,2
92506,01042008,36,1
19363,01042009,36,2
64810,01032009,25,1
55629,01012009,34,2
14276,01102009,6,1
72760,01092009,49,2
91322,01062010,10,2
93644,01062010,44,2
80825,01012010,45,2
15786,01012010,5,1
29698,01112009,6,2
89280,01032010,41,1
97929,01072010,8,1
100702,01112009,39,1
46630,01062008,51,1
79392,01052009,17,2
52526,01082007,64,2
27896,01012005,71,1
57076,01072004,54,1
31176,01102007,15,2
59801,01052007,34,2
36455,01092007,26,1
99045,01082008,49,1
56957,01032008,36,1
20160,01052007,43,1
101381,01012008,29,1
26577,01042008,51,1
59212,01012008,43,1
93250,01062007,23,1
23944,01082007,5,1
51882,01052008,42,2
39559,01042007,33,2
25613,01102006,12,2
50985,01072007,44,1
63736,01122003,41,1
15383,01112006,63,1
12738,01102006,49,2
102665,01122005,29,2
65310,01112006,17,1
107816,01042007,26,2
56281,01022006,32,1
17941,01052007,32,2
90678,01122005,23,1
75175,01062007,13,1
7059,01042008,58,2
93797,01082007,59,1
110743,01022007,22,1
114564,01072006,22,1
108049,01012007,22,1
110577,01012008,22,2
45364,01102006,26,1
104746,01102006,1,2
24511,01082007,28,2
56041,01082007,63,1
12366,01012007,65,1
5393,01092006,49,2
62063,01082007,14,1
93302,01032008,2,2
24479,01092006,22,1
79740,01082008,5,2
95989,01092005,26,1
71208,01112006,10,1
81465,01122006,17,2
36021,01112007,9,2
90398,01052008,16,2
424,01082007,72,2
17670,01082007,62,1
70954,01112006,14,2
6784,01072007,37,1
83343,01122007,26,2
25347,01012008,13,2
116162,01072007,39,2
5412,01082008,31,2
91484,01072008,55,2
70071,01122007,52,2
29599,01052007,69,1
110876,01022006,38,2
14792,01082008,43,2
6931,01022008,66,2
5307,01102011,30,1
60467,01022012,51,1
79913,01012008,14,2
105706,01062004,66,1
31752,01092005,50,2
35293,01032008,35,1
65096,01072007,57,1
2936,01032007,17,2
93466,01072007,15,2
1029,01072006,66,2
115366,01072006,52,1
3866,01092005,25,2
86275,01052004,60,2
115745,01072011,63,2
101581,01102010,33,2
2654,01112010,47,2
10699,01112010,26,2
68380,01062011,30,1
37475,01062011,43,1
28911,01062011,60,1
55211,01022011,44,1
13619,01012011,24,2
93236,01082011,53,1
59470,01042011,8,1
48258,01052011,42,1
3744,01042012,34,2
14733,01062012,52,1
97975,01122007,18,1
14329,01122008,13,2
117860,01032008,49,2
89778,01102007,58,1
47163,01052008,30,1
64029,01112005,54,1
13671,01052009,40,2
85058,01072004,24,1
27338,01102009,25,2
35607,01092008,17,2
42322,01082010,8,2
3007,01072009,51,2
104144,01032010,44,1
100534,01082010,8,1
29174,01082009,36,1
101705,01072010,51,2
111460,01072008,1,2
105363,01062008,27,1
17525,01022010,36,1
18786,01112009,25,1
12580,01122009,24,2
101406,01102009,21,2
10437,01082010,6,1
26908,01042007,34,2
29474,01062007,41,1
46015,01102009,41,2
5473,01122009,4,1
2598,01112005,39,1
53667,01072008,8,2
50997,01072007,52,2
26387,01072008,13,1
70177,01092007,57,1
57563,01042008,61,1
18230,01042008,69,1
91667,01012006,26,2
22878,01072007,40,2
23817,01052008,4,1
51327,01122007,35,1
29195,01032008,49,1
59337,01052006,25,1
112280,01072008,25,1
85436,01102007,39,2
69819,01022008,1,1
74728,01032008,6,1
653,01082008,4,1
33735,01062007,1,1
32329,01052008,3,2
104613,01082008,15,2
13545,01082008,16,1
6576,01122007,5,1
34420,01092007,34,2
47194,01012008,34,1
115500,01092007,74,1
80094,01032008,26,1
84447,01052008,23,2
75831,01012008,13,2
63761,01102006,22,1
32003,01052008,53,2
33300,01062008,70,2
49415,01072008,65,1
107566,01032008,53,1
104104,01082008,16,1
116742,01092007,22,1
14968,01082008,37,2
69179,01122007,23,1
218,01092007,54,1
36714,01012008,21,1
87009,01052008,13,2
45594,01052007,43,2
30950,01012008,12,2
104140,01122007,6,2
80470,01092007,25,1
57044,01022008,5,1
36437,01072006,44,2
90961,01102007,45,2
46554,01122007,74,2
28405,01022008,70,2
57488,01032007,51,2
21767,01062008,33,1
8439,01042008,45,1
47765,01022008,58,2
3219,01072008,65,1
6868,01042006,8,1
6437,01092005,22,2
24677,01082006,14,1
25492,01072008,10,1
53948,01012007,16,2
110316,01082008,74,1
30067,01112007,64,1
8886,01072008,6,2
113768,01112007,62,1
113613,01052008,69,2
60212,01042007,25,2
95823,01082008,6,1
30269,01052008,63,2
30591,01092007,28,2
71555,01082008,1,2
79571,01122006,55,2
100917,01062008,39,1
95212,01082008,37,1
101048,01092006,15,2
102886,01032006,51,2
114821,01072008,71,1
58866,01062007,8,1
88117,01112007,29,1
13363,01072008,8,1
83264,01012008,75,1
72474,01012008,76,1
94383,01112007,48,2
66683,01092007,39,1
22299,01072008,33,1
33314,01032008,63,1
101139,01022008,55,1
50163,01112007,25,1
53458,01032006,15,2
111526,01042008,13,2
106869,01052008,62,2
44022,01012008,52,1
94137,01032009,58,2
114997,01072012,43,2
40404,01032009,74,1
90014,01062009,52,2
90964,01012009,6,1
21863,01012009,66,1
118245,01122008,28,2
105639,01112008,2,1
94712,01042007,33,2
57813,01122006,52,1
117024,01052008,31,2
69040,01042008,26,1
2405,01082007,5,2
104718,01112006,28,1
21072,01062007,1,2
64011,01052007,52,1
26530,01032008,16,2
17365,01092007,53,1
2255,01112006,7,1
23205,01122008,35,2
113550,01082007,62,2
96756,01042006,70,1
115333,01102008,4,1
118441,01092011,40,2
48323,01052009,15,1
13509,01122008,15,1
39096,01122009,68,2
111263,01102007,26,2
51380,01092011,32,2
82054,01122005,48,1
12902,01062004,69,2
54838,01112003,62,1
57405,01012004,58,2
29081,01052004,57,2
48959,01012003,15,1
85019,01112002,68,1
117155,01042003,4,2
74059,01122003,38,2
118015,01022003,14,2
51094,01052003,52,1
29285,01102003,4,2
83459,01082003,33,2
25963,01092002,23,1
97126,01112002,45,1
82014,01112003,13,2
98657,01092003,68,2
64137,01112002,23,2
47612,01032006,34,1
44067,01022006,8,2
2180,01092005,45,1
38,01092005,44,2
83542,01012004,41,1
98503,01032004,62,1
101586,01032006,3,1
116994,01122005,30,2
36906,01072004,15,1
25949,01042005,40,2
16352,01052006,25,1
113906,01022004,48,1
31367,01022006,15,2
102819,01032006,26,1
96485,01072006,41,2
70505,01112005,42,1
46330,01032006,32,1
78938,01102005,61,1
113259,01012006,38,2
83461,01022006,25,2
58994,01042006,56,2
17195,01082005,43,1
23173,01072006,30,1
2804,01102005,26,1
33346,01052006,60,1
17132,01072006,40,1
39799,01062005,58,2
90589,01072006,57,1
46633,01052006,53,2
115095,01072006,29,1
106084,01052005,3,2
90850,01102005,60,1
52798,01032006,25,1
108199,01062006,41,1
89800,01122005,10,2
99792,01062006,52,1
43833,01112004,30,2
9101,01092005,63,1
1033,01122005,56,2
36642,01022006,4,1
109105,01122004,54,1
116947,01032005,26,1
83145,01022004,62,2
107951,01082006,19,2
29992,01062005,17,2
107726,01072006,22,1
24455,01032006,8,2
2424,01072005,22,2
3895,01082006,6,2
106886,01032005,34,1
108385,01112003,26,1
42777,01042004,13,1
46622,01042006,26,2
43173,01042006,3,1
15945,01122005,52,2
75136,01102003,8,2
47486,01012006,1,1
22251,01062006,32,2
9054,01122005,65,1
45654,01032006,14,1
76084,01032006,25,2
21236,01112004,50,2
91937,01032006,30,2
81890,01042006,61,2
97026,01122005,41,2
66194,01032006,60,2
100793,01102005,66,1
64196,01122005,16,1
103209,01012006,30,1
91848,01082006,30,1
75399,01072006,14,1
109521,01012006,62,2
48817,01032006,33,2
109913,01042006,69,2
77575,01042006,56,2
12489,01122004,25,1
28919,01052005,14,1
100059,01082006,10,1
63229,01092004,20,1
75998,01072006,7,1
63152,01122004,71,2
38434,01072006,49,1
75755,01022005,27,1
33967,01012005,27,1
29674,01082005,3,1
103454,01012006,46,1
99668,01022005,29,2
77010,01052006,60,2
96413,01112005,34,2
45733,01062006,34,1
61150,01052006,71,2
77856,01112005,5,1
98254,01072005,71,1
100387,01082006,72,2
49942,01072006,23,2
62357,01032006,55,2
91313,01122003,53,1
33592,01082006,8,1
78632,01112005,4,2
48860,01082006,41,2
69468,01022005,9,2
6439,01062006,41,1
52713,01102004,10,2
84180,01052006,4,2
89485,01072006,17,1
22865,01122004,3,2
42727,01072005,1,2
21176,01062006,59,2
31454,01012005,40,2
45778,01032005,1,1
105772,01062006,55,1
61586,01032006,34,1
57522,01022006,60,1
42824,01032006,18,2
29524,01122004,19,2
94658,01042006,2,1
48808,01032005,24,1
58731,01112004,55,1
28853,01072006,69,1
70616,01062005,38,2
48086,01082006,69,1
76136,01082005,33,1
30112,01032006,36,1
102173,01022005,41,2
107740,01122004,49,2
73265,01072006,41,1
9573,01072004,57,2
39714,01082006,34,1
34592,01032006,65,1
109540,01052005,62,2
68453,01112005,71,1
100296,01112005,11,1
105295,01062006,14,1
95385,01032004,49,2
23177,01062005,22,2
4439,01052005,17,1
43790,01042006,5,1
65600,01042005,58,1
83722,01022006,48,1
46415,01112005,54,1
45773,01122005,38,2
102571,01102005,44,2
102016,01032005,64,1
28866,01112005,33,1
102054,01122004,76,1
7550,01042006,30,2
28248,01102005,39,2
67043,01052006,11,1
58572,01112005,17,2
1853,01082004,26,2
75196,01092005,62,2
84305,01042006,17,1
106484,01102004,60,2
23754,01092004,21,2
82300,01082005,17,2
1984,01112005,6,2
12848,01012006,24,2
102272,01112004,31,1
93153,01032006,14,2
28589,01082005,9,2
71500,01052004,23,2
113178,01092003,28,2
116791,01072006,11,1
73655,01102003,64,1
54503,01052006,71,1
50911,01062004,61,1
83290,01022006,39,2
11018,01012004,46,1
5757,01052004,54,2
104680,01042005,11,2
99278,01012004,34,1
13379,01032004,30,2
10781,01022006,43,2
100871,01052006,10,2
78325,01102005,52,1
45839,01122005,29,2
8945,01062005,69,2
15282,01122005,5,1
46643,01042006,32,1
79622,01032006,70,1
36652,01012006,34,1
91170,01052006,43,1
19773,01082004,7,2
12427,01112005,42,1
22872,01032006,5,2
22909,01012004,44,1
103226,01092004,73,1
1,01042006,3,2
79088,01122005,35,1
35867,01092005,32,1
92177,01012006,52,2
96043,01072005,19,2
106280,01012005,33,1
95061,01062006,14,2
19933,01112004,40,2
93751,01032005,29,2
40098,01112005,40,1
77660,01042005,10,1
103911,01052005,43,1
79802,01122005,4,2
19313,01082006,29,2
61818,01042005,64,2
20594,01102004,35,2
75363,01102005,44,1
92437,01122004,17,2
118895,01072006,10,1
31774,01052005,4,1
15260,01092004,52,2
116206,01062005,12,1
82832,01022005,19,2
6473,01102003,23,1
2476,01022006,8,1
16226,01052006,21,1
22559,01082006,53,2
12149,01012004,49,1
20782,01012004,33,1
16722,01122004,22,1
41839,01032004,38,1
84258,01082006,49,1
89988,01012005,69,2
114096,01122005,58,2
108603,01022006,41,1
80077,01062006,51,1
57161,01032006,8,2
26457,01082005,51,1
29741,01052006,18,2
114562,01052005,41,1
25423,01122005,69,1
86399,01062006,47,2
77255,01122005,29,2
729,01092004,39,2
99715,01012005,30,1
22960,01062005,20,2
94127,01052006,21,1
93386,01082006,53,2
116510,01052005,46,1
46918,01072005,42,1
90033,01122005,53,1
25429,01072006,20,2
82096,01062005,32,1
5002,01062006,60,1
85556,01042006,25,1
57478,01072006,28,1
87913,01092005,70,2
26464,01062006,49,2
81260,01032006,41,2
104324,01092005,58,1
87401,01062005,3,2
39917,01012005,25,1
17908,01022005,18,1
85238,01012006,34,1
31232,01062005,27,1
101469,01072004,39,2
62610,01072004,71,2
22672,01012004,66,2
118467,01022004,58,1
104277,01062004,47,1
81288,01052005,26,2
94449,01012005,67,2
14361,01042005,22,2
81277,01102005,27,1
41055,01052005,10,1
8196,01102005,64,2
28897,01102005,52,2
6181,01112004,71,2
47448,01102004,1,1
7170,01042004,33,1
106489,01032005,14,1
92453,01012004,64,1
18740,01072004,69,1
56836,01042005,7,2
104992,01042006,30,2
97720,01042005,43,2
114722,01062006,62,2
3498,01102005,27,2
43893,01052006,75,1
114941,01082006,30,2
102644,01022006,45,1
52857,01032006,11,2
67836,01102005,69,2
118361,01072004,54,2
77867,01122003,57,1
1542,01042004,41,2
112289,01052004,36,2
47368,01022004,15,2
36885,01122003,25,1
2870,01072004,18,1
92560,01122003,8,1
19928,01072005,69,1
45676,01012006,35,2
84010,01082005,34,2
56264,01032006,3,2
31245,01022004,40,1
36586,01012004,25,1
35771,01052006,53,1
73739,01122005,58,2
7370,01062006,26,1
10255,01072006,3,1
111673,01092005,22,1
5998,01062006,44,1
35909,01112005,21,2
13794,01012006,52,2
30455,01042006,69,2
103920,01122005,69,2
35689,01102003,22,2
29247,01102005,5,2
53082,01062004,75,2
66465,01022006,30,2
82877,01022006,34,1
56088,01092005,5,2
66944,01072006,44,1
61718,01112005,53,2
68389,01122005,21,2
45165,01112005,13,2
17792,01012006,21,2
53544,01122005,14,2
33056,01092005,65,2
28287,01012006,11,1
102085,01092005,15,1
99399,01052006,40,1
91943,01092005,25,2
105054,01102005,3,2
3529,01112005,14,2
17506,01072006,51,2
69724,01012006,41,1
91336,01072006,11,1
36061,01102005,5,2
77078,01082006,12,2
51474,01082006,47,1
34975,01082006,15,1
2256,01122005,27,1
42321,01082006,27,2
43901,01102005,60,1
26107,01052006,26,1
18303,01082006,69,1
4477,01092005,53,2
115957,01082006,4,2
89014,01072006,5,2
92217,01012006,32,1
84438,01122005,76,1
44033,01102005,33,2
14201,01072006,53,2
66124,01092005,30,2
68491,01122005,51,1
40890,01112005,41,2
34815,01022006,11,2
31528,01022006,38,1
6289,01122005,4,1
58137,01082006,43,2
26335,01112005,10,2
92703,01102005,41,1
37669,01122005,33,1
24868,01082006,29,1
60133,01032004,26,2
20721,01062004,12,2
57534,01062003,44,1
51511,01082003,42,2
78023,01032004,41,1
39606,01052004,53,1
78076,01122002,22,1
42913,01052006,14,2
67220,01062006,60,2
49805,01062004,11,1
55310,01092003,62,2
67445,01102003,15,1
71673,01082004,4,1
108291,01102003,6,2
52337,01042004,73,1
104758,01092004,52,2
12302,01072005,70,2
41929,01122004,52,2
6928,01092005,38,1
100913,01082004,65,2
4113,01012006,47,2
79200,01052004,2,1
104882,01122003,71,1
3476,01062005,16,1
36730,01122004,58,1
29476,01062006,1,2
114377,01102004,11,2
